idwell,subphase,sum(subphase_total_days)
9C6CEE755C8742ADB7FC4A2D003F7648,Temporary Plug & Abandonment (TP&A),1.17
5B93D63F99F041CF975816077D909102,Open Hole Logging,21.94
15F41B08E003423C8A316032A7C9AE6A,Re-entry,0.83
ABFE27C3D5F84A7DB9A7D91A9B128DDF,Move In & Rig Up,1.04
1F12DA3A3DF54B2094592A804A8F12B6,Run / Test BOP,3.95
754BC09DDD534651BDA54E4AE2004B72,Run / Test BOP,4.64
B972758C036E4230A1B96DC034B8B094,"Jet 36"" Casing (914mm)",0.84
D8702AE6429945528A70D4D55E5F0755,Run Lower Completion,4.7
0DB5B5A443804DD5927B8B232DA6F1E7,Run Upper Completion,4.27
19C1D60E8C6547969453DACA80DDC64B,"Drill 17-1/2"" Hole Section (444.5mm)",6.74
FA9EAE3C713E477892722D1028963F22,Move In & Rig Up,3.04
CC04ADDD90154FFEAD1EDF7153A32D16,Move In & Rig Up,0.17
C76E0A95822C4FE69B439D79BC046367,Move In & Rig Up,2.17
175BA5DBC475495FBEA7060439C5B660,"Drill 12-1/4"" Hole Section (311mm)",16.47
F274D9274D6D48BB96115E48151A352F,Fluid Displacement,1.9
192DDAD7348544EB83E94E1AA39DF32B,"Jet 36"" Casing (914mm)",0.69
7E83259C5BA34DCE895A2D9501AC967A,Run Lower Completion,3.6
19C1D60E8C6547969453DACA80DDC64B,Kill Well,null
D1AC8790A3AD4CB9896F774EB0B25888,"Run 13-5/8"" Casing / Tieback (346mm)",1.33
81CEC78DC98E4FB498D5F240B2368F3E,Plugback,11.63
8DE4516EEF9C4249B231AC1054CAE57A,"Jet 36"" Casing (914mm)",0.29
1BABE01738DD4EF7AD1FD9A369AA9190,Wireline,5.65
6470F14EEDBB4F81B5DA6EFA8696A5A2,Pull BOP,1.36
CA120329AD6044F6A4A0BCE932258794,"Drill 17-1/2"" Hole Section (444.5mm)",3.47
44F56447FA9C47F8AF518490FB599C70,"Run 9-5/8"" x 10-3/4"" Casing (244.5x273mm)",10.48
AE8222E964BF4261BE13A9F9431A87B2,Lower P&A,13.05
3ED9DE02F7864AFE90A8ECBCDB6EF93C,"Run 9-5/8"" x 10-3/4"" Casing (244.5x273mm)",1.92
4AB956891F3E45DAB2ADDF0625B417A6,Run / Test BOP,3.72
9EB6D41C69B946B2B3B9D738662D7646,Run Lower Completion,6.88
048BBD33673549AA87A1606D5C9506D0,"Drill 12-1/4"" Hole Section (311mm)",8.08
D9290A60CB6B47E4A86A579B6FDE01BC,Move In & Rig Up,0.95
570E8D3E150A41109B1E19251B48BCE8,Re-entry,7.5
C77BA018CA00489A91C06309C6840C2C,Lower P&A,3.24
E950C97C6C9B4262A0A06E9222F1D750,"Drill 12-1/4"" Hole Section (311mm)",14.56
6BBC552DAD9D436F9CA85E67E61E2CD2,Fluid Displacement,6.42
A74B93C78CAE42E998A3AE559AA0F432,"Run 20"" Casing (508mm)",1.77
E36B920A7DEB4B2D96D9287AC9595E17,"Run 13-5/8"" Casing / Tieback (346mm)",1.54
CC04ADDD90154FFEAD1EDF7153A32D16,"Jet 36"" Casing (914mm)",0.71
44F56447FA9C47F8AF518490FB599C70,"Drill 28"" Hole Section (711mm)",2.44
175BA5DBC475495FBEA7060439C5B660,12-1/4'' Open Hole Logging,5.66
2BEE1ABEE01E435EB9982EC6FEC766E8,"Jet 36"" Casing (914mm)",0.73
979569BEB406477E9F499BCE0B1D476A,Move In & Rig Up,0.73
0643520408164C0BAC017A4FD2AB4C4D,Sidetrack (whipstock),2.24
5B93D63F99F041CF975816077D909102,"Jet 36"" Casing (914mm)",0.55
6B4DE087F910440F82F10C1F70DAE530,Run / Test BOP,8.75
510684F5A97743FEA62630B7849D2CE9,"Drill 8-1/2"" Hole Section (216mm)",7.79
313023AD8D9E4A67AABAA94A3B566B06,Run / Test BOP,8.38
4AB956891F3E45DAB2ADDF0625B417A6,"Run 20"" Casing (508mm)",0.89
0DB5B5A443804DD5927B8B232DA6F1E7,"Jet 36"" Casing (914mm)",1.29
377C18FDAFD84A608780509E3631907B,"Run 20"" Casing (508mm)",0.92
4E3325C8D54540018590B97F82FD4A2C,Re-entry,0.6
1E0179E39C45410D99449F843ACB9B59,"Run 9-5/8"" x 10-3/4"" Casing (244.5x273mm)",1.73
6B4DE087F910440F82F10C1F70DAE530,"Run 9-5/8"" x 10-3/4"" Casing (244.5x273mm)",3.08
6B4DE087F910440F82F10C1F70DAE530,Run Lower Completion,4.29
A3E87A9132C04B26AF6B28A541929A59,"Drill 12-1/4"" Hole Section (311mm)",10.21
BAC96EBE0F354878BF920E67BFA0742E,Pull BOP,2
C083D8787D6545CEA0C45BCD28B6995D,Re-entry,0.59
D1AC8790A3AD4CB9896F774EB0B25888,Temporary Plug & Abandonment (TP&A),1.19
2E3FCD94C0F84227A363DBAB76367D17,Fluid Displacement,11.71
2FF9338FEEBC45C5A6DF5D2F2970E6BD,Well Clean Up,0.67
BA9D8F61AF0E477794A8EEC4C3C1F1D7,Move In & Rig Up,0.38
048BBD33673549AA87A1606D5C9506D0,"Jet 36"" Casing (914mm)",1.72
671390DF21ED4FBCAFBD872F2F2A950C,Run Upper Completion,3.25
19C1D60E8C6547969453DACA80DDC64B,"Run 22"" Casing (559mm)",1.54
61418BB6CEB248E29AC01F6F6BE82AB4,"Run 9-5/8"" x 10-3/4"" Casing (244.5x273mm)",1.31
5604C053A0D84498A65094FFFC6F61D5,"Drill 12-1/4"" Hole Section (311mm)",13.38
E79002718FBB47EC8A8F3ED3C7C80AA4,"Drill 28"" Hole Section (711mm)",1.46
4AB956891F3E45DAB2ADDF0625B417A6,"Drill 12-1/4"" Hole Section (311mm)",7.16
FF5A9E0299714949BB7113DE5A45FC58,"Drill 28"" Hole Section (711mm)",2
C5D4F6A03FFC41D79F999AA5A1247C35,"Drill 17-1/2"" Hole Section (444.5mm)",3.17
BAC96EBE0F354878BF920E67BFA0742E,"Run 9-5/8"" Casing / Tieback (244.5mm)",2.1
37849EEF65EF455DB9026D647C1B4800,Run Upper Completion,6.15
754271E79F2D47E2A6A13FDBA918D5D6,"Run 13-5/8"" Casing / Tieback (346mm)",2.46
C5D4F6A03FFC41D79F999AA5A1247C35,"Run 9-7/8"" x 10-3/4"" Casing (251x273mm)",2
E86F16784BA24EC08E4E4DE62F1C84FE,Re-entry,0.65
F224034A354A421EAA351918E67E8A2E,Run Lower Completion,9.35
15F41B08E003423C8A316032A7C9AE6A,"Run 13-3/8"" Casing (340mm)",1.82
AA23FA8702F143CA832D65B410D20B01,"Drill 26"" Hole Section (660mm)",1.93
592D8A3FC4044A9ABEE730554560EAE0,"Drill 12-1/4"" Hole Section (311mm)",6.15
8DE4516EEF9C4249B231AC1054CAE57A,Re-entry,1.13
BAC96EBE0F354878BF920E67BFA0742E,Coring,13.16
FB2897CC7A4D4161BC438AD052D71715,Run Lower Completion,3.67
D9290A60CB6B47E4A86A579B6FDE01BC,"Run 22"" Casing (559mm)",2.13
6F5B65035EA446E6A523B4112DA7CC18,Well Clean Up,2.07
E950C97C6C9B4262A0A06E9222F1D750,"Drill 8-1/2"" x 9-1/2"" Hole Section (216x241mm)",6.27
1095DCBFFF81479B92C13D24D0C0CD37,"Jet 36"" Casing (914mm)",0.54
B4672CA1121F476E8EADCB335E7A01C3,Re-entry,5.79
1E0179E39C45410D99449F843ACB9B59,Pull BOP,2.29
1E0179E39C45410D99449F843ACB9B59,"Drill 28"" Hole Section (711mm)",2.13
1BABE01738DD4EF7AD1FD9A369AA9190,"Drill 17-1/2"" Hole Section (444.5mm)",2.83
19C1D60E8C6547969453DACA80DDC64B,Fluid Displacement,null
4831DF59593A47E6BB833F9474EF4A2E,Run Upper Completion,4.84
FF5A9E0299714949BB7113DE5A45FC58,"Drill 12-1/4"" Hole Section (311mm)",12.87
B972758C036E4230A1B96DC034B8B094,Coring,13.85
ACEEF6A1543742C5B6F7CE0A73A81F59,Kill Well,2.23
D1B10E9ADCBF4C08BE4E1FB44EDB85CD,"Jet 36"" Casing (914mm)",0.27
15F41B08E003423C8A316032A7C9AE6A,Fluid Displacement,3.77
DCADAAC3B0E54E66BA63DF6A3191C2B5,"Drill 26"" Hole Section (660mm)",2.13
12FF4C6C40C4446C84BF59EF1AED9772,Run Upper Completion,4.75
01A04F50735A480BAE5E1063A930E7E4,12-1/4'' Open Hole Logging,2.79
1705C7BB85B1436F8B46C50009FD040E,"Run 20"" Casing (508mm)",1.21
754BC09DDD534651BDA54E4AE2004B72,Move In & Rig Up,0.96
5DD33CE64CFF4C439FB5DEF09184AA04,"Run 13-5/8"" Casing / Tieback (346mm)",1.83
3C6918BF24DC416F8747B40C3FADAC6D,Perforate,2.77
77E60965509A4C0A8D8D06CE60B89470,"Run 9-5/8"" x 10-3/4"" Casing (244.5x273mm)",1.96
F99E3C43EA4C44639A3785ED21F0CE05,"Run 9-5/8"" x 10-3/4"" Casing (244.5x273mm)",4.09
0643520408164C0BAC017A4FD2AB4C4D,Well Clean Up,null
9EB6D41C69B946B2B3B9D738662D7646,Move In & Rig Up,5.4
448BA4A01930437CACB0F8C696A478EE,"Drill 28"" Hole Section (711mm)",1.4
510684F5A97743FEA62630B7849D2CE9,Rig / BOP Maintenance,9.65
D57CA0C65A2C4A7FB26AD29FC5D658AC,Pull BOP,2.35
313023AD8D9E4A67AABAA94A3B566B06,"Drill 28"" Hole Section (711mm)",1.78
A96AC5B5681C42E182815B2A03321EF7,"Jet 36"" Casing (914mm)",1.75
1E0179E39C45410D99449F843ACB9B59,Temporary Plug & Abandonment (TP&A),1.27
15F41B08E003423C8A316032A7C9AE6A,Temporary Plug & Abandonment (TP&A),0.83
570E8D3E150A41109B1E19251B48BCE8,"Drill 12-1/4"" Hole Section (311mm)",15.29
CA120329AD6044F6A4A0BCE932258794,Open Hole Logging,8.5
8AAE778BAB3C4C9E8AE14879254D59C6,Mobilization,16
4831DF59593A47E6BB833F9474EF4A2E,"Drill 12-1/4"" Hole Section (311mm)",12.33
D57CA0C65A2C4A7FB26AD29FC5D658AC,"Drill 12-1/4"" Hole Section (311mm)",7.52
979569BEB406477E9F499BCE0B1D476A,"Run 13-5/8"" Casing / Tieback (346mm)",2.29
4AB956891F3E45DAB2ADDF0625B417A6,Re-entry,1.33
1F7A02B6AF0A4D92A869D72C6922EC50,"Drill 8-1/2"" x 9-1/2"" Hole Section (216x241mm)",6.14
768A75E188C948268079F3BFBEAA5BFC,"Run 9-5/8"" x 10-3/4"" Casing (244.5x273mm)",3.81
3ED9DE02F7864AFE90A8ECBCDB6EF93C,Well Clean Up,null
D1780C47B785497F9E4472B2B916658F,"Jet 36"" Casing (914mm)",0.73
CA120329AD6044F6A4A0BCE932258794,"Run 22"" Casing (559mm)",2.34
BA9D8F61AF0E477794A8EEC4C3C1F1D7,Lower P&A,3.25
2A417E2776114AD396F75F0343DB9FBC,Run Upper Completion,5.19
510684F5A97743FEA62630B7849D2CE9,"Drill 17-1/2"" Hole Section (444.5mm)",3.79
ABFE27C3D5F84A7DB9A7D91A9B128DDF,"Jet 36"" Casing (914mm)",0.96
1705C7BB85B1436F8B46C50009FD040E,"Drill 28"" Hole Section (711mm)",1.96
BA9D8F61AF0E477794A8EEC4C3C1F1D7,"Run 9-7/8"" x 10-3/4"" Casing (251x273mm)",2.5
44F56447FA9C47F8AF518490FB599C70,"Run 13-3/8"" Casing (340mm)",2.42
2EB98A75BA294750AAD9E7F2956ED965,"Drill 12-1/4"" Hole Section (311mm)",3.67
0F41F5BB467844D6BEE17EDD3438AF05,Open Hole Logging,7.22
2FF9338FEEBC45C5A6DF5D2F2970E6BD,"Drill 8-1/2"" Hole Section (216mm)",6.49
406DA18387B74ACEB6846E87BA48B6D6,"Run 20"" Casing (508mm)",0.81
5E07616CA6644593A67C548910E4F255,Move In & Rig Up,1.89
8DE4516EEF9C4249B231AC1054CAE57A,"Run 20"" Casing (508mm)",0.88
570E8D3E150A41109B1E19251B48BCE8,Run Packer,null
7BAD924A0777472D9A50F4C01256A71A,"Jet 36"" Casing (914mm)",0.27
5BEEF1D9EFA7406CA03D23FB1BA2441E,Move In & Rig Up,2.11
96CFFB4877B843B79E105E7816AAC293,"Drill 28"" Hole Section (711mm)",1.93
73BF435F6C564EC390725FAF4F50D3E3,"Drill 12-1/4"" Hole Section (311mm)",6.67
B440090E6BEF485CB1FF88B13EF1DA2F,"Run 22"" Casing (559mm)",1.33
5B93D63F99F041CF975816077D909102,Lower P&A,5.94
BAC96EBE0F354878BF920E67BFA0742E,Re-entry,1.33
E36B920A7DEB4B2D96D9287AC9595E17,Pull BOP,3.08
AC727F2B33D54DC39CD6C60F4609326B,Pull BOP,3.19
D8702AE6429945528A70D4D55E5F0755,Temporary Plug & Abandonment (TP&A),5.95
F6AED6C0516140FCBBE6C758CEAC677F,Open Hole Logging,11.2
BAA7B0A7E65B44E8AA2BC58D45F45725,Move In & Rig Up,1.79
8388E7D9A9884BC28D724C4DEF9D148E,Re-entry,4
5BEEF1D9EFA7406CA03D23FB1BA2441E,"Run 7"" Liner (178mm)",17.38
3C9D3FBE5854422EBDC0BBBA9A543DBB,Open Hole Logging,3.47
71B9A353FA6442E8852B5ED9DE8EC515,"Drill 28"" Hole Section (711mm)",1.81
17FA6FC0817144F09C084AF52016E4B4,"Drill 28"" Hole Section (711mm)",2.13
B4672CA1121F476E8EADCB335E7A01C3,"Jet 36"" Casing (914mm)",0.95
19C1D60E8C6547969453DACA80DDC64B,Plugback,4.53
570E8D3E150A41109B1E19251B48BCE8,"Drill 8-1/2"" Hole Section (216mm)",8.16
052C9E72E57846CF9AA1A7999558FAB5,Move In & Rig Up,2.58
ACEEF6A1543742C5B6F7CE0A73A81F59,Well Test,10.33
979569BEB406477E9F499BCE0B1D476A,"Drill 17-1/2"" Hole Section (444.5mm)",4.69
D9290A60CB6B47E4A86A579B6FDE01BC,"Drill 28"" Hole Section (711mm)",1.24
FAC36A8FB35C4B14968DD9A026580CF4,"Drill 17-1/2"" Hole Section (444.5mm)",3.67
3E1FCFD5C8884B2E8CD7089DAD3CC779,Kill Well,0.1
71B9A353FA6442E8852B5ED9DE8EC515,"Run 20"" Casing (508mm)",0.88
AC727F2B33D54DC39CD6C60F4609326B,Lower P&A,2.28
5BEEF1D9EFA7406CA03D23FB1BA2441E,"Drill 12-1/4"" Hole Section (311mm)",4.94
4E3325C8D54540018590B97F82FD4A2C,Run / Test BOP,11.86
768A75E188C948268079F3BFBEAA5BFC,"Jet 36"" Casing (914mm)",1.21
14E041CC0847479B9B0D9A4C6F306814,Run Upper Completion,6.71
4AB956891F3E45DAB2ADDF0625B417A6,"Drill 8-1/2"" Hole Section (216mm)",5.44
7BAD924A0777472D9A50F4C01256A71A,"Drill 17-1/2"" Hole Section (444.5mm)",5.56
A3E87A9132C04B26AF6B28A541929A59,Temporary Plug & Abandonment (TP&A),1.6
4E3325C8D54540018590B97F82FD4A2C,"Run 22"" Casing (559mm)",1.02
C5D4F6A03FFC41D79F999AA5A1247C35,"Run 20"" Casing (508mm)",1.06
3CD6C7B1F8534AE489C0D91C0B037CCE,"Run 9-7/8"" Liner (251mm)",2.09
8388E7D9A9884BC28D724C4DEF9D148E,"Run 9-5/8"" x 10-3/4"" Casing (244.5x273mm)",2.77
E79002718FBB47EC8A8F3ED3C7C80AA4,SIMOPS,0.42
6B4DE087F910440F82F10C1F70DAE530,Temporary Plug & Abandonment (TP&A),1.92
A06CA05414814A3E84C73BC4EE31EFCF,"Drill 17-1/2"" Hole Section (444.5mm)",4.42
F60B551E1EBF446493ADBBF7E06B276D,"Run 20"" Casing (508mm)",2.46
5604C053A0D84498A65094FFFC6F61D5,"Run 9-7/8"" x 10-3/4"" Casing (251x273mm)",2.75
3CD6C7B1F8534AE489C0D91C0B037CCE,Re-entry,0.58
F274D9274D6D48BB96115E48151A352F,"Drill 12-1/4"" Hole Section (311mm)",12.64
A1D51D5595D141D08D1DAA0D15EA4C09,Run Upper Completion,4.02
2FF9338FEEBC45C5A6DF5D2F2970E6BD,Move In & Rig Up,2.42
979569BEB406477E9F499BCE0B1D476A,"Run 22"" Casing (559mm)",0.93
1E0179E39C45410D99449F843ACB9B59,"Drill 8-1/2"" Hole Section (216mm)",4.23
659D58B29AD348D68E4B506B8A12BA3E,"Run 13-5/8"" Casing / Tieback (346mm)",2.33
17F18171D4844302ADA168C723ECDF4F,Re-entry,1.25
C76E0A95822C4FE69B439D79BC046367,"Run 20"" Casing (508mm)",0.67
BA9D8F61AF0E477794A8EEC4C3C1F1D7,"Drill 28"" Hole Section (711mm)",2.13
175BA5DBC475495FBEA7060439C5B660,"Drill 28"" Hole Section (711mm)",1.38
FB2897CC7A4D4161BC438AD052D71715,"Run 13-3/8"" Casing (340mm)",1.49
AE8222E964BF4261BE13A9F9431A87B2,"Drill 28"" Hole Section (711mm)",1.29
5604C053A0D84498A65094FFFC6F61D5,"Run 13-3/8"" Casing (340mm)",1.94
BAC96EBE0F354878BF920E67BFA0742E,"Run 9-7/8"" x 10-3/4"" Casing (251x273mm)",2.69
BA9D8F61AF0E477794A8EEC4C3C1F1D7,"Jet 36"" Casing (914mm)",0.85
BAC96EBE0F354878BF920E67BFA0742E,Run Lower Completion,19.69
0643520408164C0BAC017A4FD2AB4C4D,Run / Test BOP,1.21
54023A25026948EE937426EF9CEED755,"Run 22"" Casing (559mm)",2.36
3ED9DE02F7864AFE90A8ECBCDB6EF93C,"Drill 12-1/4"" Hole Section (311mm)",8.76
8DE4516EEF9C4249B231AC1054CAE57A,"Run 9-5/8"" Casing / Tieback (244.5mm)",2
3C9D3FBE5854422EBDC0BBBA9A543DBB,"Run 9-5/8"" Liner (244.5mm)",3.68
ACEEF6A1543742C5B6F7CE0A73A81F59,Run Upper Completion,6.21
B6751215EAA9409C98FA097523A21668,"Jet 36"" Casing (914mm)",0.97
1C6899B4790F49CFBD844BBFFC958D16,"Jet 36"" Casing (914mm)",0.33
B972758C036E4230A1B96DC034B8B094,"Condition 8-1/2"" Hole (216mm)",8.65
6B4DE087F910440F82F10C1F70DAE530,"Drill 17-1/2"" Hole Section (444.5mm)",6.25
19C1D60E8C6547969453DACA80DDC64B,Pull BOP,4.32
61418BB6CEB248E29AC01F6F6BE82AB4,"Drill 17-1/2"" Hole Section (444.5mm)",4.06
FA9EAE3C713E477892722D1028963F22,"Run 22"" Casing (559mm)",2.83
AA23FA8702F143CA832D65B410D20B01,Temporary Plug & Abandonment (TP&A),5.1
1BABE01738DD4EF7AD1FD9A369AA9190,Rig Repair / Modification,4.5
D1AC8790A3AD4CB9896F774EB0B25888,Run Lower Completion,4.32
F6AED6C0516140FCBBE6C758CEAC677F,"Drill 8-1/2"" Hole Section (216mm)",4.4
3CD6C7B1F8534AE489C0D91C0B037CCE,Cleanout Run,null
570E8D3E150A41109B1E19251B48BCE8,Wireline,null
12FF4C6C40C4446C84BF59EF1AED9772,Retrieve Packer,2.04
4831DF59593A47E6BB833F9474EF4A2E,Run Lower Completion,5.95
FF7B2055ABA5460190CE9D36D7931579,"Jet 36"" Casing (914mm)",0.24
48233888832147E5815F36A5378D30AE,Move In & Rig Up,1.27
5B93D63F99F041CF975816077D909102,"Drill 8-1/2"" Hole Section (216mm)",8.95
3E1FCFD5C8884B2E8CD7089DAD3CC779,Re-entry,0.83
1F7A02B6AF0A4D92A869D72C6922EC50,Run Lower Completion,6.16
9C6CEE755C8742ADB7FC4A2D003F7648,"Drill 17-1/2"" Hole Section (444.5mm)",3.08
406DA18387B74ACEB6846E87BA48B6D6,Rig Down & Move Out,0.08
C77BA018CA00489A91C06309C6840C2C,Open Hole Logging,3.18
AC727F2B33D54DC39CD6C60F4609326B,"Run 9-7/8"" Casing (251mm)",4
F6AED6C0516140FCBBE6C758CEAC677F,"Drill 17-1/2"" x 20"" Hole Section (444.5x508mm)",4.83
BAC96EBE0F354878BF920E67BFA0742E,Temporary Plug & Abandonment (TP&A),11.92
C417278645714F82A1BEAE184D80EAEF,"Drill 26"" Hole Section (660mm)",1.1
D1B10E9ADCBF4C08BE4E1FB44EDB85CD,Run / Test BOP,5.4
48233888832147E5815F36A5378D30AE,"Drill 12-1/4"" Hole Section (311mm)",8.14
3ED9DE02F7864AFE90A8ECBCDB6EF93C,Run / Test BOP,1.7
1F7A02B6AF0A4D92A869D72C6922EC50,"Run 13-3/8"" Casing (340mm)",1.29
659D58B29AD348D68E4B506B8A12BA3E,Run / Test BOP,4.5
91B05152008B4F92BDCB6C08E650CFE9,"Jet 36"" Casing (914mm)",1.27
192DDAD7348544EB83E94E1AA39DF32B,Re-entry,1.38
332C687CE7564366AF3F2F5DA1883602,"Jet 36"" Casing (914mm)",0.71
C77BA018CA00489A91C06309C6840C2C,Pull BOP,2.38
7E83259C5BA34DCE895A2D9501AC967A,Move In & Rig Up,0.88
F99E3C43EA4C44639A3785ED21F0CE05,Run Lower Completion,5.5
AA3D5BC92DFE47D7A6C4ABDF93794AA8,Temporary Plug & Abandonment (TP&A),3.6
19C1D60E8C6547969453DACA80DDC64B,"Drill 12-1/4"" Hole Section (311mm)",31.02
0E815F5CF7F84574BFC22E59D0C3CD4C,"Run 22"" Casing (559mm)",2.88
2A417E2776114AD396F75F0343DB9FBC,"Drill 12-1/4"" Hole Section (311mm)",12.4
1705C7BB85B1436F8B46C50009FD040E,"Drill 12-1/4"" Hole Section (311mm)",6.16
F6AED6C0516140FCBBE6C758CEAC677F,Run / Test BOP,5.03
768A75E188C948268079F3BFBEAA5BFC,"Drill 17-1/2"" Hole Section (444.5mm)",4.58
0F286F8CB5074CF1B48E80F800A66A69,"Drill 12-1/4"" Hole Section (311mm)",5.69
C2D5DCF5F6B541518C42183715E63886,Open Hole Logging,2.68
8388E7D9A9884BC28D724C4DEF9D148E,Move In & Rig Up,1.86
592D8A3FC4044A9ABEE730554560EAE0,"Drill 8-1/2"" Hole Section (216mm)",5.88
C083D8787D6545CEA0C45BCD28B6995D,Open Hole Logging,13.77
BAC96EBE0F354878BF920E67BFA0742E,"Run 13-5/8"" Casing / Tieback (346mm)",3.98
055FD8E6091E4FEC8A90CDEA84E0BED2,Move In & Rig Up,0.56
48233888832147E5815F36A5378D30AE,Open Hole Logging,2.34
A96AC5B5681C42E182815B2A03321EF7,"Drill 18-1/8"" x 19"" Hole Section (460x483mm)",7.21
14E041CC0847479B9B0D9A4C6F306814,Re-entry,1.71
6F5B65035EA446E6A523B4112DA7CC18,Run Upper Completion,3.69
8766467DC774438D9AC41076EF4E2CDD,Move In & Rig Up,4.15
D57CA0C65A2C4A7FB26AD29FC5D658AC,"Drill 8-1/2"" Hole Section (216mm)",12.7
592D8A3FC4044A9ABEE730554560EAE0,Temporary Plug & Abandonment (TP&A),2.85
5DD33CE64CFF4C439FB5DEF09184AA04,"Drill 17-1/2"" Hole Section (444.5mm)",4.19
98837B6835314A89AAB2402BCF913D36,"Cut & Pull 13-3/8"" Casing (340mm)",8.81
17FA6FC0817144F09C084AF52016E4B4,"Drill 17-1/2"" Hole Section (444.5mm)",2.98
77E60965509A4C0A8D8D06CE60B89470,"Jet 36"" Casing (914mm)",0.26
A74B93C78CAE42E998A3AE559AA0F432,"Run 9-5/8"" x 10-3/4"" Casing (244.5x273mm)",1.14
37849EEF65EF455DB9026D647C1B4800,Fluid Displacement,4.67
5B93D63F99F041CF975816077D909102,Run / Test BOP,5.83
055FD8E6091E4FEC8A90CDEA84E0BED2,Pull BOP,1.5
671390DF21ED4FBCAFBD872F2F2A950C,"Run 20"" Casing (508mm)",0.9
332C687CE7564366AF3F2F5DA1883602,"Run 16"" Liner (406mm)",null
0F286F8CB5074CF1B48E80F800A66A69,"Run 22"" Casing (559mm)",1.15
5B93D63F99F041CF975816077D909102,"Run 14"" Casing (356mm)",4.48
A1D51D5595D141D08D1DAA0D15EA4C09,Run Lower Completion,4.54
979569BEB406477E9F499BCE0B1D476A,Plugback,2.25
510684F5A97743FEA62630B7849D2CE9,Move In & Rig Up,1.58
ACEEF6A1543742C5B6F7CE0A73A81F59,"Run 9-7/8"" Liner (251mm)",12.1
67C1FDE7B2B4483E87B7EA005353C6BA,Lower P&A,2.89
510684F5A97743FEA62630B7849D2CE9,Temporary Plug & Abandonment (TP&A),1.15
C77BA018CA00489A91C06309C6840C2C,"Drill 12-1/4"" Hole Section (311mm)",8.87
B4672CA1121F476E8EADCB335E7A01C3,Run / Test BOP,2.94
3E1FCFD5C8884B2E8CD7089DAD3CC779,Run Upper Completion,4.19
81CEC78DC98E4FB498D5F240B2368F3E,Pull BOP,6.64
71B9A353FA6442E8852B5ED9DE8EC515,Move In & Rig Up,0.58
313023AD8D9E4A67AABAA94A3B566B06,Coring,5.54
192DDAD7348544EB83E94E1AA39DF32B,Well Clean Up,null
0F286F8CB5074CF1B48E80F800A66A69,"Drill 8-1/2"" Hole Section (216mm)",13.32
979569BEB406477E9F499BCE0B1D476A,Pull BOP,2.33
54023A25026948EE937426EF9CEED755,"Jet 36"" Casing (914mm)",1.94
37849EEF65EF455DB9026D647C1B4800,"Drill 17-1/2"" Hole Section (444.5mm)",3.58
332C687CE7564366AF3F2F5DA1883602,Move In & Rig Up,0.44
05E3D57291A54C518D4DCA84D752B455,"Drill 17-1/2"" Hole Section (444.5mm)",3.19
67C1FDE7B2B4483E87B7EA005353C6BA,Well Test,10.81
055FD8E6091E4FEC8A90CDEA84E0BED2,Run / Test BOP,11.06
73BF435F6C564EC390725FAF4F50D3E3,"Run 9-5/8"" x 10-3/4"" Casing (244.5x273mm)",1.67
C5D4F6A03FFC41D79F999AA5A1247C35,Re-entry,1.35
44F56447FA9C47F8AF518490FB599C70,Re-entry,1.69
44F56447FA9C47F8AF518490FB599C70,Move In & Rig Up,0.94
96CFFB4877B843B79E105E7816AAC293,"Drill 17-1/2"" Hole Section (444.5mm)",3.8
FF7B2055ABA5460190CE9D36D7931579,"Drill 28"" Hole Section (711mm)",10.06
0DB5B5A443804DD5927B8B232DA6F1E7,Well Test,11.15
4831DF59593A47E6BB833F9474EF4A2E,Move In & Rig Up,0.15
A96AC5B5681C42E182815B2A03321EF7,Pull BOP,3.05
055FD8E6091E4FEC8A90CDEA84E0BED2,"Run 22"" Casing (559mm)",2.71
5BEEF1D9EFA7406CA03D23FB1BA2441E,Plugback,2.16
448BA4A01930437CACB0F8C696A478EE,Plugback,2
D57CA0C65A2C4A7FB26AD29FC5D658AC,Move In & Rig Up,1.5
12FF4C6C40C4446C84BF59EF1AED9772,"Run 20"" Casing (508mm)",2.52
D8702AE6429945528A70D4D55E5F0755,Move In & Rig Up,2.33
1F12DA3A3DF54B2094592A804A8F12B6,"Drill 17-1/2"" Hole Section (444.5mm)",4.98
D1B10E9ADCBF4C08BE4E1FB44EDB85CD,"Drill 12-1/4"" Hole Section (311mm)",14.42
048BBD33673549AA87A1606D5C9506D0,Run / Test BOP,2.38
05E3D57291A54C518D4DCA84D752B455,Pull BOP,0.25
052C9E72E57846CF9AA1A7999558FAB5,"Drill 17-1/2"" Hole Section (444.5mm)",2.53
A1D51D5595D141D08D1DAA0D15EA4C09,Run / Test BOP,5.56
B440090E6BEF485CB1FF88B13EF1DA2F,Pull BOP,2.25
B972758C036E4230A1B96DC034B8B094,"Run 22"" Casing (559mm)",1.49
46EEF60EB010439BBBD01541CAE71BB8,"Drill 18-1/8"" x 22"" Hole Section (460x559mm)",4.26
4AB956891F3E45DAB2ADDF0625B417A6,Move In & Rig Up,0.13
F224034A354A421EAA351918E67E8A2E,"Run 20"" Casing (508mm)",1.17
BAA7B0A7E65B44E8AA2BC58D45F45725,"Drill 8-1/2"" Hole Section (216mm)",4.9
A1D51D5595D141D08D1DAA0D15EA4C09,"Run 9-5/8"" x 10-3/4"" Casing (244.5x273mm)",5.05
