idwell,subphase,sum(subphase_total_days)
73BF435F6C564EC390725FAF4F50D3E3,Re-entry,1.23
FA9EAE3C713E477892722D1028963F22,"Drill 10-5/8"" x 12-1/4"" Hole Section (270x311mm)",6.13
979569BEB406477E9F499BCE0B1D476A,Lower P&A,3.06
671390DF21ED4FBCAFBD872F2F2A950C,"Run 13-5/8"" Casing / Tieback (346mm)",1.02
ACEEF6A1543742C5B6F7CE0A73A81F59,Plugback,4.75
BAA7B0A7E65B44E8AA2BC58D45F45725,"Drill 28"" Hole Section (711mm)",2.89
C083D8787D6545CEA0C45BCD28B6995D,Well Test,10.58
BA9D8F61AF0E477794A8EEC4C3C1F1D7,Pull BOP,4.95
1705C7BB85B1436F8B46C50009FD040E,Pull BOP,2.31
671390DF21ED4FBCAFBD872F2F2A950C,Re-entry,1.38
175BA5DBC475495FBEA7060439C5B660,"Drill 17-1/2"" Hole Section (444.5mm)",4.52
3C6918BF24DC416F8747B40C3FADAC6D,"Jet 36"" Casing (914mm)",3.27
1705C7BB85B1436F8B46C50009FD040E,Fluid Displacement,null
5604C053A0D84498A65094FFFC6F61D5,"Drill 28"" Hole Section (711mm)",4.56
2EB98A75BA294750AAD9E7F2956ED965,Open Hole Logging,6.63
15F41B08E003423C8A316032A7C9AE6A,Pull BOP,0.44
8DE4516EEF9C4249B231AC1054CAE57A,"Run 13-3/8"" Casing (340mm)",1.04
F274D9274D6D48BB96115E48151A352F,Move In & Rig Up,4.41
A3E87A9132C04B26AF6B28A541929A59,"Run 20"" Casing (508mm)",2.13
D9290A60CB6B47E4A86A579B6FDE01BC,"Run 9-7/8"" Casing (251mm)",2.27
332C687CE7564366AF3F2F5DA1883602,"Drill 28"" Hole Section (711mm)",1.71
5604C053A0D84498A65094FFFC6F61D5,Fluid Displacement,3.46
A96AC5B5681C42E182815B2A03321EF7,Open Hole Logging,17.59
7BAD924A0777472D9A50F4C01256A71A,Plugback,3.1
AC727F2B33D54DC39CD6C60F4609326B,"Jet 36"" Casing (914mm)",0.44
5BEEF1D9EFA7406CA03D23FB1BA2441E,"Run 16"" Liner (406mm)",2.09
4E3325C8D54540018590B97F82FD4A2C,"Drill 8-1/2"" Hole Section (216mm)",8.08
6B4DE087F910440F82F10C1F70DAE530,Re-entry,1.19
768A75E188C948268079F3BFBEAA5BFC,Temporary Plug & Abandonment (TP&A),2.19
2FF9338FEEBC45C5A6DF5D2F2970E6BD,Cleanout Run,null
2A417E2776114AD396F75F0343DB9FBC,Prepare Well for Production,null
1BABE01738DD4EF7AD1FD9A369AA9190,Move In & Rig Up,3.35
D1B10E9ADCBF4C08BE4E1FB44EDB85CD,"Drill 28"" Hole Section (711mm)",1.7
754BC09DDD534651BDA54E4AE2004B72,Open Hole Logging,7.58
570E8D3E150A41109B1E19251B48BCE8,Pull Completion,2.54
0F286F8CB5074CF1B48E80F800A66A69,Open Hole Logging,7.41
2E3FCD94C0F84227A363DBAB76367D17,"Drill 8-1/2"" Hole Section (216mm)",4.48
05E3D57291A54C518D4DCA84D752B455,Run Lower Completion,5.25
81CEC78DC98E4FB498D5F240B2368F3E,Run Lower Completion,12.52
5BEEF1D9EFA7406CA03D23FB1BA2441E,"Drill 14-1/2"" x 17"" Hole Section (368x432mm)",5.27
DCADAAC3B0E54E66BA63DF6A3191C2B5,"Drill 17-1/2"" Hole Section (444.5mm)",3.17
1F12DA3A3DF54B2094592A804A8F12B6,Run Lower Completion,5.3
19C1D60E8C6547969453DACA80DDC64B,Run / Test BOP,9.77
2E3FCD94C0F84227A363DBAB76367D17,"Jet 36"" Casing (914mm)",1.02
91B05152008B4F92BDCB6C08E650CFE9,Open Hole Logging,1.97
81CEC78DC98E4FB498D5F240B2368F3E,Kill Well,7.62
FF5A9E0299714949BB7113DE5A45FC58,Move In & Rig Up,0.63
C77BA018CA00489A91C06309C6840C2C,Run Lower Completion,5.26
D8702AE6429945528A70D4D55E5F0755,Run Upper Completion,5.31
313023AD8D9E4A67AABAA94A3B566B06,Cleanout Run,8.27
D1AC8790A3AD4CB9896F774EB0B25888,"Jet 36"" Casing (914mm)",0.56
5B93D63F99F041CF975816077D909102,"Drill 14-1/2"" x 17"" Hole Section (368x432mm)",10.35
979569BEB406477E9F499BCE0B1D476A,Coring,5.14
19C1D60E8C6547969453DACA80DDC64B,"Jet 36"" Casing (914mm)",0.31
9EB6D41C69B946B2B3B9D738662D7646,Re-entry,1.47
659D58B29AD348D68E4B506B8A12BA3E,Coring,11.73
05E3D57291A54C518D4DCA84D752B455,"Drill 8-1/2"" Hole Section (216mm)",6.04
2EB98A75BA294750AAD9E7F2956ED965,Move In & Rig Up,0.13
CA120329AD6044F6A4A0BCE932258794,Run / Test BOP,4.27
C76E0A95822C4FE69B439D79BC046367,"Drill 12-1/4"" Hole Section (311mm)",5.43
570E8D3E150A41109B1E19251B48BCE8,"Run 20"" Casing (508mm)",1.57
37849EEF65EF455DB9026D647C1B4800,"Run 9-5/8"" x 10-3/4"" Casing (244.5x273mm)",3.08
CA120329AD6044F6A4A0BCE932258794,Plugback,5.13
FAC36A8FB35C4B14968DD9A026580CF4,"Run 22"" Casing (559mm)",1.31
9EB6D41C69B946B2B3B9D738662D7646,"Drill 8-1/2"" x 9-1/2"" Hole Section (216x241mm)",9.73
F6AED6C0516140FCBBE6C758CEAC677F,Pull BOP,2.4
3CD6C7B1F8534AE489C0D91C0B037CCE,Temporary Plug & Abandonment (TP&A),2.83
F0C1AEB57DEC4AFFAA75A87DB3CE3B54,Run / Test BOP,3.7
175BA5DBC475495FBEA7060439C5B660,"Drill 8-1/2"" Hole Section (216mm)",7.27
D8702AE6429945528A70D4D55E5F0755,Coring,37.78
C083D8787D6545CEA0C45BCD28B6995D,Pull BOP,3.49
B972758C036E4230A1B96DC034B8B094,Pull BOP,0.53
592D8A3FC4044A9ABEE730554560EAE0,"Run 13-3/8"" Casing (340mm)",1.85
510684F5A97743FEA62630B7849D2CE9,"Run 20"" Casing (508mm)",1.08
D9290A60CB6B47E4A86A579B6FDE01BC,Cased Hole Logging,23.41
C5D4F6A03FFC41D79F999AA5A1247C35,"Drill 28"" Hole Section (711mm)",1.85
AC727F2B33D54DC39CD6C60F4609326B,Run / Test BOP,2.08
3E1FCFD5C8884B2E8CD7089DAD3CC779,Plugback,16.74
81CEC78DC98E4FB498D5F240B2368F3E,Temporary Plug & Abandonment (TP&A),5.24
8766467DC774438D9AC41076EF4E2CDD,"Run 20"" Casing (508mm)",1.1
659D58B29AD348D68E4B506B8A12BA3E,"Drill 17-1/2"" Hole Section (444.5mm)",3.92
754271E79F2D47E2A6A13FDBA918D5D6,"Run 9-7/8"" Casing (251mm)",4.24
2FF9338FEEBC45C5A6DF5D2F2970E6BD,"Drill 17-1/2"" Hole Section (444.5mm)",3.64
0E815F5CF7F84574BFC22E59D0C3CD4C,Lower P&A,3.58
E79002718FBB47EC8A8F3ED3C7C80AA4,Wireline,11
91B05152008B4F92BDCB6C08E650CFE9,"Run 13-5/8"" Casing / Tieback (346mm)",4.02
3C6918BF24DC416F8747B40C3FADAC6D,Run Upper Completion,null
D1780C47B785497F9E4472B2B916658F,Move In & Rig Up,0.21
48233888832147E5815F36A5378D30AE,Coring,5.65
5E07616CA6644593A67C548910E4F255,"Drill 17-1/2"" Hole Section (444.5mm)",8.77
E79002718FBB47EC8A8F3ED3C7C80AA4,"Drill 12-1/4"" Hole Section (311mm)",5.19
9EB6D41C69B946B2B3B9D738662D7646,"Drill 28"" Hole Section (711mm)",1.79
AA23FA8702F143CA832D65B410D20B01,Move In & Rig Up,0.13
27C70E0DB1164D29BA1F43D1C1A67AD4,"Jet 36"" Casing (914mm)",0.77
3CD6C7B1F8534AE489C0D91C0B037CCE,Open Hole Logging,5.21
6F5B65035EA446E6A523B4112DA7CC18,"Drill 17-1/2"" Hole Section (444.5mm)",4.6
